"prior_id","individual_id","jobs","wage","commute_time","applications","be one of the first to apply","0-4 applications","5-20 applications","51-200 applications","200+ applications"
3,3,"jobB","$25","30 min","51-200 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,3,"jobC","$12","30 min","200+ applications",0.3,-0.3,-0.3,-0.3,-0.3
3,4,"jobA","$25","30 min","be one of the first to apply",0.3,-0.3,-0.3,-0.3,-0.3
3,4,"jobB","$25","30 min","200+ applications",0.3,-0.3,-0.3,-0.3,-0.3
3,4,"jobC","$12","15 min","0-4 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,5,"jobA","$12","30 min","5-20 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,5,"jobB","$25","30 min","0-4 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,5,"jobC","$12","30 min","be one of the first to apply",0.3,-0.3,-0.3,-0.3,-0.3
3,6,"jobA","$12","30 min","no information",0.3,-0.3,-0.3,-0.3,-0.3
3,6,"jobB","$12","30 min","be one of the first to apply",0.3,-0.3,-0.3,-0.3,-0.3
3,6,"jobC","$25","30 min","200+ applications",0.3,-0.3,-0.3,-0.3,-0.3
3,7,"jobA","$25","30 min","be one of the first to apply",0.3,-0.3,-0.3,-0.3,-0.3
3,7,"jobB","$12","15 min","5-20 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,7,"jobC","$12","15 min","no information",0.3,-0.3,-0.3,-0.3,-0.3
3,8,"jobA","$25","15 min","no information",0.3,-0.3,-0.3,-0.3,-0.3
3,8,"jobB","$12","15 min","0-4 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,8,"jobC","$12","15 min","200+ applications",0.3,-0.3,-0.3,-0.3,-0.3
3,9,"jobA","$12","60 min","51-200 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,9,"jobB","$12","60 min","no information",0.3,-0.3,-0.3,-0.3,-0.3
3,9,"jobC","$25","60 min","be one of the first to apply",0.3,-0.3,-0.3,-0.3,-0.3
3,10,"jobA","$25","45 min","be one of the first to apply",0.3,-0.3,-0.3,-0.3,-0.3
3,10,"jobB","$25","45 min","no information",0.3,-0.3,-0.3,-0.3,-0.3
3,10,"jobC","$12","30 min","0-4 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,11,"jobA","$12","15 min","5-20 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,11,"jobB","$12","15 min","be one of the first to apply",0.3,-0.3,-0.3,-0.3,-0.3
3,11,"jobC","$25","15 min","51-200 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,12,"jobA","$12","30 min","5-20 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,12,"jobB","$25","45 min","0-4 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,12,"jobC","$25","45 min","no information",0.3,-0.3,-0.3,-0.3,-0.3
3,13,"jobA","$12","45 min","0-4 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,13,"jobB","$25","45 min","200+ applications",0.3,-0.3,-0.3,-0.3,-0.3
3,13,"jobC","$12","45 min","5-20 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,14,"jobA","$25","30 min","0-4 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,14,"jobB","$12","30 min","51-200 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,14,"jobC","$12","30 min","no information",0.3,-0.3,-0.3,-0.3,-0.3
3,15,"jobA","$12","30 min","200+ applications",0.3,-0.3,-0.3,-0.3,-0.3
3,15,"jobB","$25","30 min","no information",0.3,-0.3,-0.3,-0.3,-0.3
3,15,"jobC","$12","30 min","51-200 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,16,"jobA","$25","45 min","0-4 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,16,"jobB","$12","30 min","51-200 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,16,"jobC","$25","45 min","5-20 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,17,"jobA","$12","30 min","200+ applications",0.3,-0.3,-0.3,-0.3,-0.3
3,17,"jobB","$25","45 min","5-20 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,17,"jobC","$25","45 min","51-200 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,18,"jobA","$25","45 min","51-200 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,18,"jobB","$12","45 min","5-20 applications",0.3,-0.3,-0.3,-0.3,-0.3
3,18,"jobC","$12","45 min","0-4 applications",0.3,-0.3,-0.3,-0.3,-0.3
4,1,"jobA","$12","30 min","200+ applications",-0.3,0,-0.3,-0.3,-0.3
4,1,"jobB","$12","30 min","no information",-0.3,0,-0.3,-0.3,-0.3
4,1,"jobC","$25","30 min","be one of the first to apply",-0.3,0,-0.3,-0.3,-0.3
4,2,"jobA","$12","45 min","200+ applications",-0.3,0,-0.3,-0.3,-0.3
4,2,"jobB","$25","45 min","5-20 applications",-0.3,0,-0.3,-0.3,-0.3
4,2,"jobC","$12","45 min","0-4 applications",-0.3,0,-0.3,-0.3,-0.3
4,3,"jobA","$25","30 min","no information",-0.3,0,-0.3,-0.3,-0.3
4,3,"jobB","$12","30 min","be one of the first to apply",-0.3,0,-0.3,-0.3,-0.3
4,3,"jobC","$12","30 min","51-200 applications",-0.3,0,-0.3,-0.3,-0.3
4,4,"jobA","$25","30 min","51-200 applications",-0.3,0,-0.3,-0.3,-0.3
4,4,"jobB","$25","30 min","0-4 applications",-0.3,0,-0.3,-0.3,-0.3
4,4,"jobC","$12","15 min","5-20 applications",-0.3,0,-0.3,-0.3,-0.3
4,5,"jobA","$25","45 min","0-4 applications",-0.3,0,-0.3,-0.3,-0.3
4,5,"jobB","$12","45 min","no information",-0.3,0,-0.3,-0.3,-0.3
4,5,"jobC","$12","45 min","200+ applications",-0.3,0,-0.3,-0.3,-0.3
4,6,"jobA","$25","45 min","51-200 applications",-0.3,0,-0.3,-0.3,-0.3
4,6,"jobB","$25","45 min","5-20 applications",-0.3,0,-0.3,-0.3,-0.3
4,6,"jobC","$12","30 min","be one of the first to apply",-0.3,0,-0.3,-0.3,-0.3
4,7,"jobA","$25","30 min","be one of the first to apply",-0.3,0,-0.3,-0.3,-0.3
4,7,"jobB","$12","30 min","0-4 applications",-0.3,0,-0.3,-0.3,-0.3
4,7,"jobC","$12","30 min","5-20 applications",-0.3,0,-0.3,-0.3,-0.3
4,8,"jobA","$25","15 min","5-20 applications",-0.3,0,-0.3,-0.3,-0.3
4,8,"jobB","$12","15 min","200+ applications",-0.3,0,-0.3,-0.3,-0.3
4,8,"jobC","$12","15 min","no information",-0.3,0,-0.3,-0.3,-0.3
4,9,"jobA","$12","15 min","no information",-0.3,0,-0.3,-0.3,-0.3
4,9,"jobB","$25","15 min","200+ applications",-0.3,0,-0.3,-0.3,-0.3
4,9,"jobC","$25","15 min","0-4 applications",-0.3,0,-0.3,-0.3,-0.3
4,10,"jobA","$12","30 min","be one of the first to apply",-0.3,0,-0.3,-0.3,-0.3
4,10,"jobB","$12","30 min","51-200 applications",-0.3,0,-0.3,-0.3,-0.3
4,10,"jobC","$25","30 min","200+ applications",-0.3,0,-0.3,-0.3,-0.3
4,11,"jobA","$25","45 min","be one of the first to apply",-0.3,0,-0.3,-0.3,-0.3
4,11,"jobB","$12","30 min","51-200 applications",-0.3,0,-0.3,-0.3,-0.3
4,11,"jobC","$25","45 min","0-4 applications",-0.3,0,-0.3,-0.3,-0.3
4,12,"jobA","$12","60 min","no information",-0.3,0,-0.3,-0.3,-0.3
4,12,"jobB","$12","60 min","0-4 applications",-0.3,0,-0.3,-0.3,-0.3
4,12,"jobC","$25","60 min","51-200 applications",-0.3,0,-0.3,-0.3,-0.3
4,13,"jobA","$12","15 min","0-4 applications",-0.3,0,-0.3,-0.3,-0.3
4,13,"jobB","$25","15 min","be one of the first to apply",-0.3,0,-0.3,-0.3,-0.3
4,13,"jobC","$12","15 min","51-200 applications",-0.3,0,-0.3,-0.3,-0.3
4,14,"jobA","$12","45 min","5-20 applications",-0.3,0,-0.3,-0.3,-0.3
4,14,"jobB","$12","45 min","be one of the first to apply",-0.3,0,-0.3,-0.3,-0.3
4,14,"jobC","$25","45 min","no information",-0.3,0,-0.3,-0.3,-0.3
4,15,"jobA","$12","30 min","51-200 applications",-0.3,0,-0.3,-0.3,-0.3
4,15,"jobB","$12","30 min","5-20 applications",-0.3,0,-0.3,-0.3,-0.3
4,15,"jobC","$25","45 min","200+ applications",-0.3,0,-0.3,-0.3,-0.3
4,16,"jobA","$12","15 min","5-20 applications",-0.3,0,-0.3,-0.3,-0.3
4,16,"jobB","$25","15 min","51-200 applications",-0.3,0,-0.3,-0.3,-0.3
4,16,"jobC","$25","30 min","no information",-0.3,0,-0.3,-0.3,-0.3
4,17,"jobA","$12","15 min","200+ applications",-0.3,0,-0.3,-0.3,-0.3
4,17,"jobB","$25","30 min","no information",-0.3,0,-0.3,-0.3,-0.3
4,17,"jobC","$25","30 min","5-20 applications",-0.3,0,-0.3,-0.3,-0.3
4,18,"jobA","$12","30 min","51-200 applications",-0.3,0,-0.3,-0.3,-0.3
4,18,"jobB","$25","30 min","200+ applications",-0.3,0,-0.3,-0.3,-0.3
4,18,"jobC","$12","30 min","be one of the first to apply",-0.3,0,-0.3,-0.3,-0.3
5,1,"jobA","$25","15 min","51-200 applications",0,0,-0.3,-0.3,-0.3
5,1,"jobB","$12","15 min","5-20 applications",0,0,-0.3,-0.3,-0.3
5,1,"jobC","$12","15 min","0-4 applications",0,0,-0.3,-0.3,-0.3
5,2,"jobA","$12","30 min","200+ applications",0,0,-0.3,-0.3,-0.3
5,2,"jobB","$12","30 min","no information",0,0,-0.3,-0.3,-0.3
5,2,"jobC","$25","30 min","be one of the first to apply",0,0,-0.3,-0.3,-0.3
5,3,"jobA","$12","30 min","be one of the first to apply",0,0,-0.3,-0.3,-0.3
5,3,"jobB","$25","30 min","no information",0,0,-0.3,-0.3,-0.3
5,3,"jobC","$12","30 min","0-4 applications",0,0,-0.3,-0.3,-0.3
5,4,"jobA","$25","30 min","no information",0,0,-0.3,-0.3,-0.3
5,4,"jobB","$25","30 min","be one of the first to apply",0,0,-0.3,-0.3,-0.3
5,4,"jobC","$12","15 min","200+ applications",0,0,-0.3,-0.3,-0.3
5,5,"jobA","$12","30 min","5-20 applications",0,0,-0.3,-0.3,-0.3
5,5,"jobB","$25","45 min","200+ applications",0,0,-0.3,-0.3,-0.3
5,5,"jobC","$25","45 min","be one of the first to apply",0,0,-0.3,-0.3,-0.3
5,6,"jobA","$12","30 min","5-20 applications",0,0,-0.3,-0.3,-0.3
5,6,"jobB","$12","30 min","200+ applications",0,0,-0.3,-0.3,-0.3
5,6,"jobC","$25","30 min","no information",0,0,-0.3,-0.3,-0.3
5,7,"jobA","$25","45 min","51-200 applications",0,0,-0.3,-0.3,-0.3
5,7,"jobB","$12","45 min","5-20 applications",0,0,-0.3,-0.3,-0.3
5,7,"jobC","$12","45 min","no information",0,0,-0.3,-0.3,-0.3
5,8,"jobA","$12","30 min","200+ applications",0,0,-0.3,-0.3,-0.3
5,8,"jobB","$12","30 min","0-4 applications",0,0,-0.3,-0.3,-0.3
5,8,"jobC","$25","30 min","5-20 applications",0,0,-0.3,-0.3,-0.3
5,9,"jobA","$12","15 min","no information",0,0,-0.3,-0.3,-0.3
5,9,"jobB","$12","15 min","51-200 applications",0,0,-0.3,-0.3,-0.3
5,9,"jobC","$25","15 min","200+ applications",0,0,-0.3,-0.3,-0.3
5,10,"jobA","$12","30 min","be one of the first to apply",0,0,-0.3,-0.3,-0.3
5,10,"jobB","$25","30 min","0-4 applications",0,0,-0.3,-0.3,-0.3
5,10,"jobC","$12","30 min","200+ applications",0,0,-0.3,-0.3,-0.3
5,11,"jobA","$12","15 min","0-4 applications",0,0,-0.3,-0.3,-0.3
5,11,"jobB","$25","15 min","5-20 applications",0,0,-0.3,-0.3,-0.3
5,11,"jobC","$12","15 min","no information",0,0,-0.3,-0.3,-0.3
5,12,"jobA","$12","45 min","0-4 applications",0,0,-0.3,-0.3,-0.3
5,12,"jobB","$12","45 min","be one of the first to apply",0,0,-0.3,-0.3,-0.3
5,12,"jobC","$25","45 min","51-200 applications",0,0,-0.3,-0.3,-0.3
5,13,"jobA","$25","30 min","5-20 applications",0,0,-0.3,-0.3,-0.3
5,13,"jobB","$12","30 min","51-200 applications",0,0,-0.3,-0.3,-0.3
5,13,"jobC","$12","30 min","be one of the first to apply",0,0,-0.3,-0.3,-0.3
5,14,"jobA","$25","60 min","0-4 applications",0,0,-0.3,-0.3,-0.3
5,14,"jobB","$12","45 min","be one of the first to apply",0,0,-0.3,-0.3,-0.3
5,14,"jobC","$25","60 min","5-20 applications",0,0,-0.3,-0.3,-0.3
5,15,"jobA","$25","45 min","51-200 applications",0,0,-0.3,-0.3,-0.3
5,15,"jobB","$12","30 min","200+ applications",0,0,-0.3,-0.3,-0.3
5,15,"jobC","$25","45 min","0-4 applications",0,0,-0.3,-0.3,-0.3
5,16,"jobA","$25","45 min","be one of the first to apply",0,0,-0.3,-0.3,-0.3
5,16,"jobB","$25","45 min","200+ applications",0,0,-0.3,-0.3,-0.3
5,16,"jobC","$12","30 min","51-200 applications",0,0,-0.3,-0.3,-0.3
5,17,"jobA","$12","30 min","no information",0,0,-0.3,-0.3,-0.3
5,17,"jobB","$25","30 min","0-4 applications",0,0,-0.3,-0.3,-0.3
5,17,"jobC","$12","30 min","51-200 applications",0,0,-0.3,-0.3,-0.3
5,18,"jobA","$25","30 min","200+ applications",0,0,-0.3,-0.3,-0.3
5,18,"jobB","$12","30 min","51-200 applications",0,0,-0.3,-0.3,-0.3
5,18,"jobC","$12","30 min","5-20 applications",0,0,-0.3,-0.3,-0.3
6,1,"jobA","$12","15 min","200+ applications",0.3,0,-0.3,-0.3,-0.3
6,1,"jobB","$25","15 min","no information",0.3,0,-0.3,-0.3,-0.3
6,1,"jobC","$12","15 min","51-200 applications",0.3,0,-0.3,-0.3,-0.3
6,2,"jobA","$25","45 min","51-200 applications",0.3,0,-0.3,-0.3,-0.3
6,2,"jobB","$12","45 min","200+ applications",0.3,0,-0.3,-0.3,-0.3
6,2,"jobC","$12","45 min","5-20 applications",0.3,0,-0.3,-0.3,-0.3
6,3,"jobA","$12","30 min","0-4 applications",0.3,0,-0.3,-0.3,-0.3
6,3,"jobB","$12","30 min","51-200 applications",0.3,0,-0.3,-0.3,-0.3
6,3,"jobC","$25","30 min","200+ applications",0.3,0,-0.3,-0.3,-0.3
6,4,"jobA","$25","30 min","no information",0.3,0,-0.3,-0.3,-0.3
6,4,"jobB","$12","30 min","be one of the first to apply",0.3,0,-0.3,-0.3,-0.3
6,4,"jobC","$12","30 min","200+ applications",0.3,0,-0.3,-0.3,-0.3
6,5,"jobA","$12","30 min","51-200 applications",0.3,0,-0.3,-0.3,-0.3
6,5,"jobB","$25","30 min","0-4 applications",0.3,0,-0.3,-0.3,-0.3
6,5,"jobC","$12","30 min","no information",0.3,0,-0.3,-0.3,-0.3
6,6,"jobA","$12","30 min","be one of the first to apply",0.3,0,-0.3,-0.3,-0.3
6,6,"jobB","$12","30 min","no information",0.3,0,-0.3,-0.3,-0.3
6,6,"jobC","$25","30 min","51-200 applications",0.3,0,-0.3,-0.3,-0.3
6,7,"jobA","$25","30 min","0-4 applications",0.3,0,-0.3,-0.3,-0.3
6,7,"jobB","$12","15 min","5-20 applications",0.3,0,-0.3,-0.3,-0.3
6,7,"jobC","$12","15 min","no information",0.3,0,-0.3,-0.3,-0.3
6,8,"jobA","$25","30 min","5-20 applications",0.3,0,-0.3,-0.3,-0.3
6,8,"jobB","$25","15 min","51-200 applications",0.3,0,-0.3,-0.3,-0.3
6,8,"jobC","$12","15 min","0-4 applications",0.3,0,-0.3,-0.3,-0.3
6,9,"jobA","$12","60 min","200+ applications",0.3,0,-0.3,-0.3,-0.3
6,9,"jobB","$12","60 min","no information",0.3,0,-0.3,-0.3,-0.3
6,9,"jobC","$25","60 min","5-20 applications",0.3,0,-0.3,-0.3,-0.3
6,10,"jobA","$25","45 min","200+ applications",0.3,0,-0.3,-0.3,-0.3
6,10,"jobB","$25","45 min","5-20 applications",0.3,0,-0.3,-0.3,-0.3
6,10,"jobC","$12","30 min","51-200 applications",0.3,0,-0.3,-0.3,-0.3
6,11,"jobA","$12","15 min","no information",0.3,0,-0.3,-0.3,-0.3
6,11,"jobB","$12","15 min","5-20 applications",0.3,0,-0.3,-0.3,-0.3
6,11,"jobC","$25","15 min","200+ applications",0.3,0,-0.3,-0.3,-0.3
6,12,"jobA","$12","30 min","5-20 applications",0.3,0,-0.3,-0.3,-0.3
6,12,"jobB","$12","30 min","51-200 applications",0.3,0,-0.3,-0.3,-0.3
6,12,"jobC","$25","30 min","be one of the first to apply",0.3,0,-0.3,-0.3,-0.3
6,13,"jobA","$25","45 min","0-4 applications",0.3,0,-0.3,-0.3,-0.3
6,13,"jobB","$12","45 min","be one of the first to apply",0.3,0,-0.3,-0.3,-0.3
6,13,"jobC","$12","45 min","no information",0.3,0,-0.3,-0.3,-0.3
6,14,"jobA","$25","30 min","be one of the first to apply",0.3,0,-0.3,-0.3,-0.3
